編號,來源,漢字
826,mn̄g-kù問句,你欲佮阮鬥陣來去食飯乎？
827,mn̄g-kù問句,會使借錢抑是袂使？
828,mn̄g-kù問句,我穿按呢有媠抑無媠？
829,mn̄g-kù問句,跤開始咧疼矣，毋知影病院行會到行袂到？
830,mn̄g-kù問句,食飽未？
831,mn̄g-kù問句,講好六點踮遮相等，啊人lē？
832,mn̄g-kù問句,阿i你敢有快樂？
833,kî-thann其他（問句後壁）,我哪會知？
834,kî-thann其他（問句後壁）,逐家講有媠無？
835,kî-thann其他（問句後壁）,有喔。
836,kî-thann其他（問句後壁）,有ōo。
837,kî-thann其他（問句後壁）,有őo。
838,kî-thann其他（問句後壁）,全台灣有兩千三百五十一萬人，比舊年加一萬六千兩百八十八个。
839,kî-thann其他（問句後壁）,伊電視看無。
840,kî-thann其他（問句後壁）,無伊看電視，就無人會開a。
841,kî-thann其他（問句後壁）,伊看報紙知影這个消息的是無？無，伊看電視。
842,hóo-tīng否定句,伊毋是應好伊欲參加比賽？
843,hóo-tīng否定句,伊若毋去就莫共勉強。
844,hóo-tīng否定句,你攏毋認真讀冊。
845,hóo-tīng否定句,毋好好仔拍拚趁錢，以後nài綴人會著？
846,hóo-tīng否定句,莫閣佮我囉嗦。
847,hóo-tīng否定句,暫時莫佮我講話。
848,hóo-tīng否定句,伊行無幾步路就喝跤痠。
849,hóo-tīng否定句,我物件食袂了欲按怎？敢會使提去冰？
850,hóo-tīng否定句,伊無看電視。
851,hóo-tīng否定句,伊看無電視。
852,hóo-tīng否定句,伊無電視看。
853,hóo-tīng否定句,伊看電視無。
854,hóo-tīng否定句,伊看電視無？
855,hóo-tīng否定句,阿共仔袂拍過來。
856,hóo-tīng否定句,阿陸仔拍袂kuài。
857,hóo-tīng否定句,伊請我無兩擺就反悔矣。
858,hóo-tīng否定句,這條面巾用無兩三工就有臭汗酸。
859,hóo-tīng否定句,舊年規家伙仔攏無佇台北。
860,hóo-tīng否定句,咱今年規家伙仔攏佇台北。
861,hóo-tīng否定句,我無想著會發生這款悲劇。
862,hóo-tīng否定句,我無想著講會因為著我，發生這款悲劇。
863,hóo-tīng否定句,因為你，害我昨暝睏無好。
864,hóo-tīng否定句,我tsa̋ng無烏白亂食。
865,hóo-tīng否定句,我peh無遮懸。
866,hóo-tīng否定句,佇學校交無朋友。
867,hóo-tīng否定句,黃先生有佇咧無？
868,hóo-tīng否定句,敢講你已經無愛我矣？
869,hóo-tīng否定句,伊毋聽就是毋聽，咱嘛無伊法。
870,hóo-tīng否定句,拄才地動偌大咧，你毋緊覕佇桌仔跤是咧想啥？
871,hóo-tīng否定句,索仔呔毋斷？
872,hóo-tīng否定句,索仔呔會無斷？
873,hóo-tīng否定句,警察哪會毋放人？
874,hóo-tīng否定句,恁翁哪會毋放人？
875,hóo-tīng否定句,伊毋捌來過韓國。
876,hóo-tīng否定句,恁某敢知影你著愛國獎券？
877,hóo-tīng否定句,你敢知影恁翁佇外口有查某？
878,hóo-tīng否定句,恁姼仔欲去抑是毋去？
879,hóo-tīng否定句,恁厝內人知影你偷人物件抑是毋知影？
880,hóo-tīng否定句,想會通想袂通攏無要緊，乖乖仔聽頭家的話就著矣。
881,hóo-tīng否定句,伊猶未來。
882,hóo-tīng否定句,我猶未揣著。
883,hóo-tīng否定句,逐家攏猶未食了。
884,hóo-tīng否定句,猶未到美國，伊就開始咧煩惱愛買啥物禮物送予女朋友。
885,hóo-tīng否定句,柑仔猶未紅，食著酸酸。
886,hóo-tīng否定句,我一講伊考無好，伊就見笑轉受氣矣。
887,hóo-tīng否定句,橫直按怎講攏講袂聽，我已經無步ā。
888,hóo-tīng否定句,橫直你按怎講伊攏講袂聽，我早就無啥想欲插伊矣。
889,hóo-tīng否定句,你千萬毋通共人講我著一千萬。
890,hóo-tīng否定句,是共你當做兄弟才講的，這筆生理你千萬毋通共別人講。
891,hóo-tīng否定句,人毋知影你欲來，無我就妝較媠咧。
892,hóo-tīng否定句,你提啥佮人比？
893,hóo-tīng否定句,無食過遮爾好食的。
894,hóo-tīng否定句,煞毋知咧嫌薪水傷少。
895,hóo-tīng否定句,哪會咧無歡喜？
896,hóo-tīng否定句,免你家婆。
897,hóo-tīng否定句,阮遮毋免你家婆。
898,hóo-tīng否定句,假使免做兵偌好咧。
899,hóo-tīng否定句,若免上班就有錢我隨辭頭路。
900,hóo-tīng否定句,睏罔睏，莫陷眠，免數想ā啦。
901,hóo-tīng否定句,袂當偷食步。
902,hóo-tīng否定句,無要緊。
903,khang-sû-luī空詞類,我看你袂爽。
904,khang-sû-luī空詞類,我看你誠爽。
905,khang-sû-luī空詞類,我看伊無細膩趨倒，想欲共關心，曷知會去予當做變態，真正是好心予雷唚。
906,khang-sû-luī空詞類,我答應你會死心。
907,khang-sû-luī空詞類,伊答應我會讀冊。
908,khang-sû-luī空詞類,我提醒你愛讀冊。
909,khang-sû-luī空詞類,伊提醒我愛食藥仔。
910,khang-sû-luī空詞類,我叫你顧店。
911,bô_kóng-liáu無講了,彼號……
912,bô_kóng-liáu無講了,彼號嘿……
913,bô_kóng-liáu無講了,我講……
914,bô_kóng-liáu無講了,哭……你到底是拜幾欲來？
915,bô_kóng-liáu無講了,姦……你是咧講啥潲？
916,bô_kóng-liáu無講了,無你是咧哭爸啥啦？
917,bô_kóng-liáu無講了,我聽你咧哭枵。
918,bô_kóng-liáu無講了,姦恁……雄雄出聲是咧創啥啦！
919,bô_kóng-liáu無講了,昨暝阮囝婿煮甲歹食甲。
920,bô_kóng-liáu無講了,伊按呢講，聽一下有影氣甲。
921,ing-gí-sû英語詞,我欲去Seven，敢愛鬥買啥轉來？
922,ing-gí-sû英語詞,你佇Fb有偌濟朋友啊？
923,ing-gí-sû英語詞,我明明就是用生日做Fb的密碼，哪會一直無法度登入？
924,ing-gí-sû英語詞,這馬連Facebook的董事長攏乖乖仔聽中國的話，我看乎咱台灣人以後可能無Facebook通用ā。
925,ing-gí-sû英語詞,中國佇網路頂是愈來愈有勢力，眼時可能干焦賰Twitter猶未受著影響niâ。
926,ing-gí-sû英語詞,有代誌就共我Line，我若看著會隨回你。
927,ing-gí-sû英語詞,到厝了後愛會記得用Line敲予我。
928,ing-gí-sû英語詞,伊好額人ā，手機仔攏嘛用iPhone。
929,ing-gí-sû英語詞,進前定定綴人買Apple的產品，開錢若開水咧。但是這馬愛較抾拾，所以我就無閣綴咧痟iPhone矣。
930,ing-gí-sû英語詞,你莫用IE a啦，用Chrome抑是Firefox才拍會開。
931,ing-gí-sû英語詞,政府的網站乎，愛用IE才會開開啦。
932,ing-gí-sû英語詞,政府的網站乎，愛用IE才開會開啦。
933,ing-gí-sû英語詞,有一个網站專門咧賣DIY的材料，你佇Google拍「媠媠DIY」應該就揣會著矣。
934,ing-gí-sû英語詞,無共你騙，Three-M的菜瓜布實在有夠好用的啦！若準講你有需要乎，會當對我遮提幾塊仔轉去鑢看覓。
935,ing-gí-sû英語詞,Three-M是美國公司，拄開始主要是咧賣工業用品，後來沓沓仔轉型，轉做生產生活用品，親像黏布、菜瓜布。最近幾年in閣有咧賣枕頭。
936,ing-gí-sû英語詞,你敢有閒通共我鬥紹介一下，Nike上四序的鞋仔是佗一雙？
937,ing-gí-sû英語詞,Adidas這幾年嘛學Nike設計一寡色水嬌的鞋仔。
938,ing-gí-sû英語詞,你若欲去買物件，這附近有一間Costco，物件俗閣大碗，內底嘛足闊足好踅的。
939,ing-gí-sû英語詞,我來共你報路啦。你車對遮駛到第二个路口的時陣乎，會佇倒手爿看著Costco，然後佇彼个路口正斡，就會迵去高速公路ā。
940,ing-gí-sû英語詞,Ikea的物件攏誠粗俗，用無偌久就歹去矣。
941,ing-gí-sû英語詞,Ikea的物件蓋好鬥，免偌久就鬥會好。
942,ing-gí-sû英語詞,看你抹SK-two抹甲遐骨力，到底是抹了有效無？
943,ing-gí-sû英語詞,Sī-sé-tòo感謝恁來參加阮的人客滿意度調查。
944,ing-gí-sû英語詞,我攏猶未去踅過B-and-Q，伊就收了了矣。
945,ing-gí-sû英語詞,我的電腦怪怪，連袂起去Internet。
946,ing-gí-sû英語詞,你tsa̋ng暝Wi-Fi攏無關乎？
947,ing-gí-sû英語詞,房間內底收袂著Wi-Fi，你若欲用手機仔可能愛去客廳用。
948,ing-gí-sû英語詞,伊彼軀衫敢是去Net買--的？
949,ing-gí-sû英語詞,Giordano的拍折攏是假，根本無俗偌濟。
950,ing-gí-sû英語詞,你敢捌去踅過Uniqlo？伊有來咱遮開一間店。
951,ing-gí-sû英語詞,阮攏紮便當觳仔去KFC貯馬鈴薯糋。
952,ing-gí-sû英語詞,McDonald's的漢堡愈賣愈細粒，攏食袂飽。
953,ing-gí-sû英語詞,Mőo烏白罵人「Fuck you」，這足歹聽的。
954,ing-gí-sû英語詞,你電腦的CPU是買Intel的抑是AMD的？
955,ing-gí-sû英語詞,這个Youtuber攏會展伊的貓仔，而且伊的貓仔足古錐的。
956,ing-gí-sû英語詞,你去看Youtube敢有你佮意的音樂。
957,ing-gí-sû英語詞,彼个影片我捌佇Youtube看過，你會當去揣看覓。
958,ing-gí-sû英語詞,Subway的菜有通家己揀，袂䆀。
959,ing-gí-sû英語詞,B-one到矣。
960,ing-gí-sû英語詞,恁車敢停佇B-two？
961,ing-gí-sû英語詞,無，我車停佇B三。
962,ing-gí-sû英語詞,我欲到B四，幫我揤一下。
963,ing-gí-sû英語詞,我欲到B四，幫我揤一下。
964,ing-gí-sû英語詞,這台電梯無到B五ōo，你愛去坐對面彼台才有到。
965,ing-gí-sû英語詞,你敢有二B的鉛筆？
966,ing-gí-sû英語詞,你敢有二B的鉛筆？若有請借我，我明仔載欲去考試。
967,ing-gí-sû英語詞,Cheese口味的pizza我上愛食。
968,ing-gí-sû英語詞,暗頓咱來食pizza好無？
969,ing-gí-sû英語詞,恁兜的網路是牽幾mega的？
970,ing-gí-sû英語詞,我三十二 Giga的隨身碟pháng去矣。
971,ing-gí-sû英語詞,我三十二 Giga的隨身碟phàng見矣。
972,ing-gí-sû英語詞,這八T的硬碟遐貴！你買會lueh？
973,ing-gí-sû英語詞,這齣電影的菜脯誠gâu搬，看了誠有fu。
974,ing-gí-sû英語詞,"Sa̋i-ióo-ná-lah, goodbye！ 明仔載才閣來。"
975,ing-gí-sû英語詞,我細漢就有去注B型肝炎疫苗，毋知這馬閣有抗體無？
976,ing-gí-sû英語詞,我細漢就有去注B型肝炎疫苗，是講毋知這馬敢閣有抗體無？
977,ing-gí-sû英語詞,這馬有偌濟人著A型肝炎？
978,ing-gí-sû英語詞,逐包血捐血中心攏會檢查有B、C肝病無，做你放心。
979,ing-gí-sû英語詞,C肝的藥仔誠貴，上無愛二三十萬。
980,ing-gí-sû英語詞,中國毋肯予美國H七N九雞災的病毒sa̋m-phú-luh。
981,ing-gí-sû英語詞,二空一八年的流感疫苗是三價疫苗，除了有H三N二佮H-one-N-one的以外，閣有一種B型的抗原。
982,ing-gí-sû英語詞,細胞內基因的DNA會轉錄做RNA，有的RNA閣會轉譯做咱需要的卵白質。
983,ing-gí-sû英語詞,查某佮查埔的基因主要是差佇第二十三對染色體，查某是XX，查埔是XY。
984,ing-gí-sû英語詞,你去驗DNA，看覓伊敢是你的親人？
985,ing-gí-sû英語詞,恁fans今仔日哪無來？
986,ing-gí-sû英語詞,In兜的電火攏換LED的，加誠光的。
987,ing-gí-sû英語詞,阿玲著傷a，你敢有OK-páng通予伊貼？
988,ing-gí-sû英語詞,聽講昌的買PS-four矣，你敢知影？
989,ing-gí-sû英語詞,你敢有欲來耍PS-two？
990,ing-gí-sû英語詞,Microsoft的X-box 三六空敢有人捌耍過？
991,ing-gí-sû英語詞,阮電腦是鬥Office Word二空一空，有通儉做ODT檔。
992,ing-gí-sû英語詞,你Word若拍了，愛會記得轉做PDF才提去印。
993,ing-gí-sû英語詞,阮公司攏用Excel來做數。
994,ing-gí-sû英語詞,恁這擺上課，敢有欲用Powerpoint來做投影片？
995,ing-gí-sû英語詞,等我一下，這幾工我的電腦siooh-tooh-siooh-tooh，今Outlook袂振袂動。
996,ing-gí-sû英語詞,你做好的PPT，先寄一份予我鼻芳一下好無？
997,ing-gí-sû英語詞,檔案傳去Google Drive，分張予人較方便。
998,ing-gí-sû英語詞,資料囥一份佇Dropbox做iú-pih，較毋驚SSD雄雄害去。
999,ing-gí-sû英語詞,冰淇淋內底摻一寡Oreo嘛誠好食。
1000,ing-gí-sû英語詞,聽講in公司後日暗時愛辦一場party。
1001,ing-gí-sû英語詞,拄才公園內有誠濟人佇遐耍Pokémon。
1002,ing-gí-sû英語詞,象仔隊今仔日摃遐䆀，一下仔就GG a。
1003,ing-gí-sû英語詞,伊上PTT去phoo文投in爸母按怎拄按怎，結果無人插伊。
1004,ing-gí-sû英語詞,這程式是用Python寫的，因為Python的語法較簡單。
1005,ing-gí-sû英語詞,JS就是JavaScript ā，共你講你攏袂記得矣。
1006,ing-gí-sû英語詞,React佮Redux敆做伙用誠四序。
1007,ing-gí-sû英語詞,這網站敢有用著Redux？
1008,ing-gí-sû英語詞,這馬寫網站誠忝頭，攏愛用著Webpack才有通做代誌。
1009,ing-gí-sû英語詞,Django是Python寫的一个開源的框，伊的軟體設計用MVT的模式，MVT分別代表Model模型，View介面佮Template枋模。
1010,ing-gí-sû英語詞,伊這馬寫的Javascript攏是用NodeJS走的。
1011,ing-gí-sû英語詞,誠濟學校頭一門課就是教C-plus-plus的。
1012,ing-gí-sû英語詞,我是寫C的，你咧？
1013,ing-gí-sû英語詞,我拄才去看車，彼號TIIDA的後斗敢若閣袂䆀。
1014,ing-gí-sû英語詞,阮兜攏駛Toyota的Camry，較慣勢。
1015,ing-gí-sû英語詞,你這領T-shirt皺皺，提去熨熨咧啦。
1016,ing-gí-sû英語詞,想欲家己看VR，就愛先去買一組較好的GPU設備。
1017,ing-gí-sû英語詞,這馬AI足奅的，講著AI就袂輸會趁大錢仝款。
1018,ing-gí-sû英語詞,這个機器人的TTS是用HTS抑是Tacotron-two做的？
1019,ing-gí-sû英語詞,你敢捌聽過ABCD狗咬豬？
1020,ing-gí-sû英語詞,騎Gogoro電動車嘛無較恬，毋過毋免加油，只是不時愛去換ba̍t-té-lih。
1021,ing-gí-sû英語詞,新竹車頭對面有一間SOGO，門曷無關，冷氣攏走出來矣。
1022,ing-gí-sû英語詞,In三个就痟Apple，逐擺出新的iPhone攏走去佮人排隊。
1023,ing-gí-sû英語詞,這頓予我請，我鑢VISA就好。
1024,ing-gí-sû英語詞,這張信用卡的卡號是四二一空 七五六六 二五八九 三九空八，應該是Master卡。
1025,ing-gí-sû英語詞,彼間銀行有捒JCB的卡，講啥物……用JCB就予你sa-bì-sù。
1026,ing-gí-sû英語詞,下早仔有人敲電話來，講啥物這個月佇店內鑢JCB，鑢超過一千箍就送好空。
1027,ing-gí-sû英語詞,這五年咱台灣的GDP攏增加兩pha，主計處節過講，今年的GDP可能會比五萬兩千三百空四箍美金閣較懸。
1028,ing-gí-sû英語詞,學校的BBS無人咧用，收收起來矣。
1029,ing-gí-sû英語詞,這擺錄音就照SOP做就好矣。
1030,ing-gí-sû英語詞,In就是無定SOP，才會逐擺攏會落勾物件。
1031,ing-gí-sû英語詞,In的server攏是裝Linux的，較好管理。
1032,ing-gí-sû英語詞,推薦你用Ubuntu看覓仔，伊生了佮Windows仝款仔仝款。
1033,ing-gí-sû英語詞,Windows Vista佮Windows 七的字型攏有支援Unicode Extension-B的字ā。
1034,ing-gí-sû英語詞,你手機仔是Android抑是iOS的？
1035,ing-gí-sû英語詞,愛納錢，用PayPal的口座抑是用信用卡攏會使鑢。
1036,ing-gí-sû英語詞,莫閣用Big-five矣，用UTF八較袂出問題。
1037,ing-gí-sû英語詞,Email我寄矣，嘛有CC一份予阮總的。
1038,ing-gí-sû英語詞,Ha̋nn？我無收著你的E-mail ā，你敢是寄去我的G-mail？
1039,ing-gí-sû英語詞,頭家！一碗搦仔麵，一份lòo-suh尾！
1040,ing-gí-sû英語詞,阿昌仔啥物樂器攏會曉，連sí-sōo-mì攏會曉歕。
1041,ing-gí-sû英語詞,伊不止仔gâu，閣會曉歕sí-sōo-mì。
1042,ing-gí-sû英語詞,這兩份幫我印雙面A-four，彼張海報印A三彩色的。
1043,ing-gí-sû英語詞,陳建瑋的歌足好聽的，伊出的CD我攏有買。
1044,ing-gí-sû英語詞,這支BB call已經變做古董，無人欲挃矣。
1045,ing-gí-sû英語詞,這兩支遙控的幫我提去予人copy一下。
1046,ing-gí-sû英語詞,毋知我這支手機仔是三G的抑是四G的手機仔？
1047,ing-gí-sû英語詞,四G的SIM卡敢會當插佇三G的手機仔內面？
1048,ing-gí-sû英語詞,阿榮仔的彼張HTC股票，一千箍落甲這馬賰無一百。
1049,ing-gí-sû英語詞,按呢做敢OK？
1050,ing-gí-sû英語詞,衫你穿L的抑是M的？
1051,ing-gí-sû英語詞,阮囝穿XXL的，敢會使予阮試穿？
1052,ing-gí-sû英語詞,我頭一支手機仔是買Nokia的。
1053,ing-gí-sû英語詞,Yahoo以早誠有名，毋過這馬已經倒矣。
1054,ing-gí-sû英語詞,去PC-home買筆電敢有比去店內買較緊？
1055,ing-gí-sû英語詞,雨傘袂記得紮矣，QQ。
1056,ing-gí-sû英語詞,邱的唱的R-and-B有夠好聽。
1057,ing-gí-sû英語詞,頭家我哪有遐瘦！S的我哪穿會lueh！
1058,ing-gí-sû英語詞,你彼支Sony是幾吋的？
1059,ing-gí-sû英語詞,Sony手機仔敢有好用？
1060,ing-gí-sû英語詞,Sony的抑是Samsung的手機仔，佗一支翕相效果較好？
1061,ing-gí-sû英語詞,有欲去StarBucks買咖啡的無？這禮拜買一杯送一杯！
1062,ing-gí-sû英語詞,公司頭前就有U-Bike的站，咱若上下班騎U-Bike會通。
1063,ing-gí-sû英語詞,敢會當麻煩你叫一台Uber來坐？
1064,ing-gí-sû英語詞,聽講Uber的公司無保保險，出代誌無人會負責。
1065,ing-gí-sû英語詞,羅的有一張VIP卡，緊去共伊借。
1066,ing-gí-sû英語詞,咱十年前加入WTO，買賣物件較無抾稅。
1067,ing-gí-sû英語詞,台灣答應以後會用「已開發國家」的名佇WTO佮人撨代誌。
1068,ing-gí-sû英語詞,車號SRZ五三四九的車主，請鬥徙車一下，你閘著隔壁的車a。
1069,ing-gí-sû英語詞,感謝逐家收聽今仔日的節目，遮是媠媠廣播電台AM 一空七點五千赫。
1070,ing-gí-sû英語詞,你這馬咧收聽的是上蓋趣味的電台Taiwan radio FM 九四點一。各位聽眾朋友逐家好，我是今仔日的DJ米粉。
1071,ing-gí-sû英語詞,這冊揹仔面頂有三个tsiű-tsiú，三个色水攏無仝。
1072,ing-gí-sû英語詞,阮對Formosa來的，恁咧？
1073,ing-gí-sû英語詞,咱的網站死矣，你行SSH入去主機掠漏好無？
1074,ing-gí-sû英語詞,你共物件傳去FTP予我好無？
1075,ing-gí-sû英語詞,上驚的是拖lî-á-khah佮âu去柴工場抔鋸屑烌，會弄甲規面規頭毛攏是黃色鋸屑烌，䆀閣艱苦，毋過我攏毋捌聽âu喝忝。
1076,ing-gí-sû英語詞,我的iPad一直跳出iOS欲更新的通知。
1077,日語外來詞kap例句,日語外來詞，蔡俊傑
1078,日語外來詞kap例句,彼號a-lú-mih鼎誠輕。
1079,日語外來詞kap例句,這kâi a-lú-mih仔鼎誠輕。
1080,日語外來詞kap例句,便所洗無清氣，a-móo-ní-á味會足重的őo。
1081,日語外來詞kap例句,A-ní-khih，你按呢講真有咱查埔人的氣口呢。
1082,日語外來詞kap例句,頭殼疼會當食一粒a-sír-phí-lín，看會較好無。
1083,日語外來詞kap例句,咱來去淡水食á-geh。
1084,日語外來詞kap例句,你會當去市仔買一寡á-geh轉來，暗時摻mi-sooh煮。
1085,日語外來詞kap例句,等一下舅公欲來，你愛出來共人a̋i-sat-tsuh一下。
1086,日語外來詞kap例句,這馬熱人到矣，ai-si̍rh-khu-lìn-mù的銷路蓋好。
1087,日語外來詞kap例句,等一下人客會愈來愈濟，你鬥共人àn-nāi一下。
1088,日語外來詞kap例句,今仔日的訂婚桌乎，敢會使請你替我共一寡同窗àn-nāi去in的位仔好無？
1089,日語外來詞kap例句,Oô，你雖然是查某囡仔，但是做代誌足a̍h-sá-lih的。
1090,日語外來詞kap例句,你毋知影彼个查某囡仔的個性，按呢逐一定會àu-tsuh的。
1091,日語外來詞kap例句,鐵釘仔釘歪去矣，你著愛攑bá-luh來共撬予開。
1092,日語外來詞kap例句,咱這馬欲來去水尾𨑨迌，會當坐bá-suh去。
1093,日語外來詞kap例句,咱二十幾个人，會當租一台bá-suh去遐。
1094,日語外來詞kap例句,你定定用bat-tah𩛩sio̍k-pháng來食，會肥朒朒。
1095,日語外來詞kap例句,你會當用bai-óo-lín演奏一首來予逐家欣賞無？
1096,日語外來詞kap例句,彼水果外口菇生遐爾長乎，ba̋i-khún足濟，毋好閣食矣，愛擲掉。
1097,日語外來詞kap例句,彼果子外口菇生遐爾長乎，ba̋i-khín足濟的。愛擲掉，毋通閣食矣。
1098,日語外來詞kap例句,你拍咳啾愛用手去掩咧őo，若無ba̋i-khín會四界飛。
1099,日語外來詞kap例句,你拍咳啾愛掩咧őo，若無掩予牢，ba̋i-khún會四界飛
1100,日語外來詞kap例句,你車bak-kuh愛注意後壁有人無。
1101,日語外來詞kap例句,這，出車禍了後，車的bàn-bà歪去矣……
1102,日語外來詞kap例句,電視的bàng-kà欲開始矣，緊開電視。
1103,日語外來詞kap例句,鄭問的bàng-kà足有藝術價值的，歡迎逐家來故宮欣賞。
1104,日語外來詞kap例句,彼電動車乎走袂振動，應該是無電ā。愛共ba̍t-té-lih提出來充電一下。
1105,日語外來詞kap例句,彼台電動車走袂振動，恐kia̋nn是無電ā。愛共伊的ba̍t-té-lih挈出來充電一下。
1106,日語外來詞kap例句,遐有一陣人竟然咧提bat-tah四界舞。
1107,日語外來詞kap例句,遐有一陣人咧提bat-tah烏白huê。
1108,日語外來詞kap例句,這馬的人攏食外口較濟，所以蓋濟人攏有欠bi-tá-bín。
1109,日語外來詞kap例句,熱人乎，著愛來一杯冰涼的bì-lù，啉予心涼脾土開。
1110,日語外來詞kap例句,Tsa̋ng看的彼場bok-sìn-gù，才拄開始無偌久就共對手KO去矣。
1111,日語外來詞kap例句,有影真奇怪，彼號投手今仔日哪會一直投bòo-lù。
1112,日語外來詞kap例句,這馬一寡予少女穿的bu-là-jià攏有車lè-sìr。
1113,日語外來詞kap例句,這馬一寡予少女穿的bu-là-jià攏有車lè-sù。
1114,日語外來詞kap例句,你看，你規身軀去予油噴甲按呢，你若欲糋物件，著先穿e-pú-lóng。
1115,日語外來詞kap例句,你先穿e-pú-lóng才去糋番薯，就毋驚予油噴甲規身軀攏是。
1116,日語外來詞kap例句,緊來共我鬥看ma̋i這台oo-tóo-bái是毋是有啥問題，ga-sóo-lín的味真重呢。
1117,日語外來詞kap例句,夭壽喔，後個月gá-suh閣欲起價矣。
1118,日語外來詞kap例句,你彼號gá-suh敢有關？有gá-suh味走出來。
1119,日語外來詞kap例句,彼號你gá-suh敢有關？有gá-suh味走出來。
1120,日語外來詞kap例句,到今猶有足濟少年人會彈gì-tà去逐查某囡仔。
1121,日語外來詞kap例句,咱來giāng看siáng先出來比賽。
1122,日語外來詞kap例句,咱來jia̋ng-kín看siáng先去食飯。
1123,日語外來詞kap例句,Gōo-bōo較柯、較粗絲，嘛較助消化，你愛加食一點仔。
1124,日語外來詞kap例句,Goo-lú-huh是一款蓋高級的運動。
1125,日語外來詞kap例句,Ko-ní-kiû是一款蓋粗本的運動。
1126,日語外來詞kap例句,Há-muh𩛩sio̍k-pháng是蓋濟囡仔上愛食的。
1127,日語外來詞kap例句,今ha̋i-khé-khá-kuh已經毋是啥物傷過嚴重的病ā。
1128,日語外來詞kap例句,咱會用得租一台hài-ià去𨑨迌。
1129,日語外來詞kap例句,彼hài-ià是烏頭仔車啦。
1130,日語外來詞kap例句,你若欲去食桌乎，會當先予人共頭siat-tooh做hái-kat-lá。
1131,日語外來詞kap例句,你先莫趕食桌，去對面彼間頭毛店siat-tooh siat-tooh咧，做一粒hái-kat-lá頭才來去。
1132,日語外來詞kap例句,落雨天乎，路滑滑，彼ha̋n-tóo-luh著愛掠予絚。
1133,日語外來詞kap例句,這咱厝內的裝潢是用hi-nóo-khih的，較毋驚會去予蟲蛀去，所以上無擋一二十年都無問題啦。
1134,日語外來詞kap例句,彼雞皮莫提予囡仔食啦，內底hoo-lú-bóng蓋厚。
1135,日語外來詞kap例句,這幾年無啥中國遊客，遐的hoo-thé-luh強欲倒了了矣。
1136,日語外來詞kap例句,你就共燒水倒落去hú-looh桶，倒予滇，按呢就會使浸一下。
1137,日語外來詞kap例句,你彼台ia̋n-jín聲怪怪，你可能愛揣人來修理一下較妥當。
1138,日語外來詞kap例句,花蓮玉里的iő-káng足有名的，蓋適合紮轉去做伴手。
1139,日語外來詞kap例句,你愛準備一寡做ió-bih的，等咧若無夠會使閣用。
1140,日語外來詞kap例句,阮朋友連鞭就欲來矣，才麻煩你替我ió-bih一寡物件請人食。
1141,日語外來詞kap例句,這iú-lih誠芳ōo，你會用得囥佇客廳。
1142,日語外來詞kap例句,彼tsi-lú-pah踅來踅去，跳甲我頭殼楞楞，活欲吐。
1143,日語外來詞kap例句,彼對翁仔某跳ji-lú-bah跳甲誠好。
1144,日語外來詞kap例句,這jiak-kuh著愛用無仝款的mi-sín來車。
1145,日語外來詞kap例句,彼jiak-kuh著愛用別台mi-sín才車會來。
1146,日語外來詞kap例句,天氣冷矣，愛加疊一領jiàn-bà。
1147,日語外來詞kap例句,阮這物件已經是上jió-toh的，毋好閣嫌ā。
1148,日語外來詞kap例句,阮遮的物件攏是上jió-toh的，希望你會當欣賞。
1149,日語外來詞kap例句,咱明仔載就欲來去𨑨迌â，你愛共kha-báng整理予好。
1150,日語外來詞kap例句,天猶未光，阿兄早頓紮咧、kha-báng揹咧，就緊出門趕火車。
1151,日語外來詞kap例句,咱欲來去踅街a，先予我共一寡物件囥入去kha-báng。
1152,日語外來詞kap例句,咱欲來去踅街a，先叫阿傑共一寡物件囥lue̋ ha̋n-tóo-pá-kuh。
1153,日語外來詞kap例句,練歌的方法百百款，有的是家己一个走去kha-lá-óo-khe練歌。
1154,日語外來詞kap例句,有的人練歌，只是為著去kha-lá-óo-khe的時陣，會使佇朋友的面頭前奢颺一下。
1155,日語外來詞kap例句,這kha-mé-lah是canon的，誠貴。
1156,日語外來詞kap例句,這kha-mé-lah是kha-lóng的，誠貴。
1157,日語外來詞kap例句,來去買物件進前，上好是先來看一下仔kha-tá-lok-guh。
1158,日語外來詞kap例句,這馬透中晝乎，日頭當猛，緊共kha-tián搝起來。
1159,日語外來詞kap例句,欲過年ā，khà-sàng這幾工攏佇灶跤無閒。
1160,日語外來詞kap例句,後禮拜欲過年ā，khà-tsiàng這幾工攏咧無閒。
1161,日語外來詞kap例句,代誌做到遮就算是kha̋n-jióo矣。
1162,日語外來詞kap例句,謼，你畫的這塊kha̋ng-páng真特別，這馬已經罕得有人按呢畫ā。
1163,日語外來詞kap例句,這塊kha̋ng-páng面頂的人穿甲誠奅。毋知我若按呢穿，是毋是嘛會當像伊仝款。
1164,日語外來詞kap例句,你會用得摻一寡khe-tsiap-puh落去炒。
1165,日語外來詞kap例句,彼个紅嬰仔今仔日khi-móo-tsih真䆀ōo。
1166,日語外來詞kap例句,你看起來khi-móo-tsih袂䆀ōo，拄著啥物好空的嘛講予阮聽一下。
1167,日語外來詞kap例句,看起來咱心肝的今仔日khi-móo-tsih無好ōo，是siáng欺負你啊？
1168,日語外來詞kap例句,對花蓮市區遮到豐田乎，差不多愛二十二khí-looh。
